uid,Dtb_number,manufacturer,name,combustor_description,type,bp_ratio,pr,rated_thrust,Data_status,Data_superseded_on,Superseded_by_UID,Test_engine_status,Data_corr_as_Annex_16,Current_engine_status,Current_engine_status_date,hc_to,hc_co,hc_app,hc_idle,HC_number_tests,HC_number_engines,HC_avg,HC_sig,HC_min,HC_max,HC_characteristic,HC_characteristic_pct,HC_LTO_mass,co_to,co_co,co_app,co_idle,CO_number_tests,CO_number_engines,CO_avg,CO_sig,CO_min,CO_max,CO_characteristic,CO_characteristic_pct,CO_LTO_mass,nox_to,nox_co,nox_app,nox_idle,NOx_number_tests,NOx_number_engines,NOx_avg,NOx_sig,NOx_min,NOx_max,NOx_characteristic,NOx_characteristic_pct_original,NOx_characteristic_pct_CAEP2,NOx_characteristic_pct_CAEP4,NOx_characteristic_pct_CAEP6,NOx_characteristic_pct_CAEP8,NOx_compliance,NOx_LTO_mass,sn_to,sn_co,sn_app,sn_idle,SN_number_tests,SN_number_engines,sn_max,SN_sig,SN_range_min,SN_range_max,SN_characteristic,SN_characteristic_pct,Fuel_spec,Fuel_HC_ratio_min,Fuel_HC_ratio_max,Fuel_arom_min,Fuel_arom_max,fuel_to,fuel_co,fuel_app,fuel_idle,Fuel_LTO_cycle,Load_extracted,Load_extraction_power,Load_stage_bleed_CF_pct,Load_stage_bleed_power,Ambient_pressure_min,Ambient_pressure_max,Ambient_temperature_min,Ambient_temperature_max,Ambient_humidity_min,Ambient_humidity_max,Test_organization,Test_location,Test_date_initial,Test_date_final,Compliance_fuel_venting,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,Remark_7,Remark_8,nvpm_to,nvpm_co,nvpm_app,nvpm_idle,nvpmnum_to,nvpmnum_co,nvpmnum_app,nvpmnum_idle,wikipedia_link
20CM101,20,CFM International,LEAP-1B28/28B2/28B1/28B3,TAPS II,TF,8.3,42,130.4,C,Yes,01P20CM140,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.46,3,1,0.61,0.09,0.66,0.84,0.94,4.8,79,0.18,0.15,0.99,13.77,3,1,16.68,0.77,16.97,18.38,20.48,17.4,2176,64.36,29.59,11.92,4.68,3,1,60.1,1.38,56.39,59.15,69.66,56.2,70.2,76.6,84,94,2.3.2 e),7837,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.8,Jet A,1.9,1.9,14.7,14.7,1.075,0.873,0.285,0.097,380,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,
01P20CM133,20,CFM International,LEAP-1B21,TAPS II,TF,8.5,36.8,111.3,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.71,3,1,0.96,0.09,0.66,0.84,1.47,7.5,106,0.15,0.16,1.49,16.19,3,1,21.19,0.77,16.97,18.38,26.01,22,2358,30.39,17.53,10.26,4.74,3,1,36.42,1.38,56.39,59.15,42.22,37.2,46.4,52.4,58.2,66.2,2.3.2 e),4053,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.5,Jet A,1.9,1.9,14.7,14.7,0.877,0.722,0.245,0.089,330,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.015774062,0.009869477,3.136626854,0.512917797,40966407455,29468736162,5.60E+14,4.73E+14,
01P20CM134,20,CFM International,LEAP-1B23,TAPS II,TF,8.5,37.9,115.2,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.64,3,1,0.86,0.09,0.66,0.84,1.32,6.8,99,0.16,0.14,1.36,15.61,3,1,20.06,0.77,16.97,18.38,24.62,20.9,2312,38.19,18.11,10.7,4.63,3,1,39.68,1.38,56.39,59.15,46,39.7,49.6,55.5,61.5,69.7,2.3.2 e),4573,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.6,Jet A,1.9,1.9,14.7,14.7,0.916,0.752,0.253,0.091,340,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.018948706,0.01194381,3.623647604,0.482798706,40011969171,28099642463,6.24E+14,4.39E+14,
01P20CM135,20,CFM International,LEAP-1B25,TAPS II,TF,8.4,40.135,119.2,C,,,NME/DTEPS,Yes,,,0.04,0.04,0.05,0.59,3,1,0.78,0.09,0.66,0.84,1.2,6.1,93,0.17,0.14,1.25,15.27,3,1,18.94,0.77,16.97,18.38,23.25,19.7,2257,48.9,20.35,11.1,4.57,3,1,45.46,1.38,56.39,59.15,52.7,43.8,54.8,60.4,66.5,74.9,2.3.2 e),5417,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.6,Jet A,1.9,1.9,14.7,14.7,0.96,0.784,0.26,0.091,348,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.02906917,0.014013984,4.12159997,0.464656367,41247182550,43093409083,6.75E+14,4.15E+14,
01P20CM136,20,CFM International,LEAP-1B27,TAPS II,TF,8.3,40.5,124.7,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.51,3,1,0.68,0.09,0.66,0.84,1.05,5.4,85,0.17,0.14,1.11,14.4,3,1,17.81,0.77,16.97,18.38,21.86,18.5,2221,55.26,23.26,11.59,4.59,3,1,50.72,1.38,56.39,59.15,58.79,48.6,60.7,66.8,73.5,82.7,2.3.2 e),6326,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.7,14.7,1.014,0.826,0.273,0.095,365,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,
01P20CM137,20,CFM International,LEAP-1B28B2C,TAPS II,TF,8.3,40.5,124.7,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.51,3,1,0.68,0.09,0.66,0.84,1.05,5.4,85,0.17,0.14,1.11,14.4,3,1,17.81,0.77,16.97,18.38,21.86,18.5,2221,55.26,23.26,11.59,4.59,3,1,50.72,1.38,56.39,59.15,58.79,48.6,60.7,66.8,73.5,82.7,2.3.2 e),6326,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.7,14.7,1.014,0.826,0.273,0.095,365,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,
01P20CM138,20,CFM International,LEAP-1B28BBJ1,TAPS II,TF,8.3,42,130.4,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.46,3,1,0.61,0.09,0.66,0.84,0.94,4.8,79,0.18,0.15,0.99,13.77,3,1,16.68,0.77,16.97,18.38,20.48,17.4,2176,64.36,29.59,11.92,4.68,3,1,60.1,1.38,56.39,59.15,69.66,56.2,70.2,76.6,84,94,2.3.2 e),7837,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.8,Jet A,1.9,1.9,14.7,14.7,1.075,0.873,0.285,0.097,380,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.061429241,0.015692473,5.555439587,0.421650281,47977837018,41652139616,7.12E+14,2.81E+14,
01P20CM139,20,CFM International,LEAP-1B28BBJ2,TAPS II,TF,8.3,40.5,124.7,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.51,3,1,0.68,0.09,0.66,0.84,1.05,5.4,85,0.17,0.14,1.11,14.4,3,1,17.81,0.77,16.97,18.38,21.86,18.5,2221,55.26,23.26,11.59,4.59,3,1,50.72,1.38,56.39,59.15,58.79,48.6,60.7,66.8,73.5,82.7,2.3.2 e),6326,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.7,Jet A,1.9,1.9,14.7,14.7,1.014,0.826,0.273,0.095,365,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.039047718,0.014535018,4.8324903,0.418728789,45131667676,41535514743,7.13E+14,3.05E+14,
01P20CM140,20,CFM International,LEAP-1B28/28B2/28B1/28B3,TAPS II,TF,8.3,42,130.4,C,,,NME/DTEPS,Yes,,,0.05,0.04,0.05,0.46,3,1,0.61,0.09,0.66,0.84,0.94,4.8,79,0.18,0.15,0.99,13.77,3,1,16.68,0.77,16.97,18.38,20.48,17.4,2176,64.36,29.59,11.92,4.68,3,1,60.1,1.38,56.39,59.15,69.66,56.2,70.2,76.6,84,94,2.3.2 e),7837,0.94,0.85,1.07,0.8,3,1,1.16,0.29,0.34,0.9,1.49,6.8,Jet A,1.9,1.9,14.7,14.7,1.075,0.873,0.285,0.097,380,0,All,0,All,97.7,98.8,279.3,290.5,0.0009,0.0084,General Electric Company,"PTO, Ohio",08/03/2016,09/03/2016,Yes,Ref. GE REPORT R2013AE589 and CRL-0109b_7 Vol. 1/Rev. 0,Engine S/N 602-109/1,SN for each LTO mode is average of max SN for test points around that power setting,AVERAGE SN (MAX) is average of maximum SN measured from all points on each run,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,0.061429241,0.015692473,5.555439587,0.421650281,47977837018,41652139616,7.12E+14,2.81E+14,
9EA001,9,Engine Alliance,GP7270,,TF,8.71,36.62,332.39,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.07,4.04,3,1,4.51,0.31,4.17,4.77,6.94,35.4,1498,0.11,0.09,1.27,33.58,3,1,37.6,1.1,36.35,38.46,46.15,39.1,12497,41.73,31.37,12.9,5.24,3,1,53.29,0.312,53.06,53.65,61.77,54.6,68.2,77,85.6,97.5,2.3.2 e),17713,4.06,3.87,2.2,3.08,3,1,4.06,0.689,3.28,4.56,5.22,30.7,Jet A-1,13.86,13.92,16.8,17.6,2.637,2.169,0.711,0.234,932,0,All,0,All,97.396,97.812,287.74,296.06,0.00503,0.00863,General Electric Peebles Test Operation,Site 4D,28/05/2005,29/05/2005,Yes,GE Aviation Reports R2005AE431 and R2006AE504Engine serial number 550-007/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,,,,
11GE140,11,General Electric Company,CF34-10A16,2253M21,TF,5.7,25.1,76.9,C,Yes,01P11GE202,DTEPS,Yes,,,0.06,0.08,0.14,6.96,3,1,11.9,0.63,11.2,12.3,18.4,93.9,919,0.49,0.34,3.98,52.05,3,1,91.2,1.9,89.4,93.2,111.9,94.8,7014,17.87,15.04,7.97,3.45,3,1,35,0.41,34.6,35.4,40.6,45,56.3,65.8,73,84.3,2.3.2 e),2696,11.06,5.08,0.11,0.39,3,1,11.1,0.62,10.5,11.7,14.2,55.8,Jet A-1,1.92,1.92,16.3,17.4,0.765,0.632,0.219,0.083,298,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,,,,
01P11GE202,11,General Electric Company,CF34-10A16,SAC,TF,5.7,25.1,76.9,C,,,DTEPS,Yes,,,0.06,0.08,0.14,6.96,3,1,11.9,0.63,11.2,12.3,18.4,93.9,919,0.49,0.34,3.98,52.05,3,1,91.2,1.9,89.4,93.2,111.9,94.8,7014,17.87,15.04,7.97,3.45,3,1,35,0.41,34.6,35.4,40.6,45,56.3,65.8,73,84.3,2.3.2 e),2696,11.06,5.08,0.11,0.39,3,1,11.1,0.62,10.5,11.7,14.2,55.8,Jet A-1,1.92,1.92,16.3,17.4,0.765,0.632,0.219,0.083,298,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,66.92840036,41.06338816,2.954905711,22.23839374,1.34E+15,1.36E+15,9.08E+14,5.71E+15,
11GE141,11,General Electric Company,CF34-10A18,2253M21,TF,5.4,26.5,82.1,C,,,DTEPS,Yes,Out of production,,0.05,0.08,0.13,5.67,3,1,9.5,0.55,8.8,9.8,14.6,74.5,776,0.66,0.36,3.43,47.29,3,1,80.2,1.8,78.8,82.3,98.5,83.5,6589,19.47,16.72,8.26,3.58,3,1,37.4,0.43,36.9,37.7,43.3,46.6,58.2,68.9,78,90.2,2.3.2 e),3070,14.73,7.01,0.12,0.35,3,1,14.7,0.29,14.5,15.1,19,76.1,Jet A-1,1.92,1.92,16.3,17.4,0.826,0.684,0.232,0.086,315,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2007AE480Engine 994-251/1,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,,,,
8GE114,8,General Electric Company,CF34-10E2A1,SAC,TF,5.09,25.1,75.44,C,Yes,01P08GE203,DTEPS,Yes,Out of production,,0.04,0.05,0.1,5.44,3,1,9.56,,9,9.9,14.72,75.1,721,0.41,0.38,4.46,50.81,3,1,91.61,,88.5,93.4,112.4,95.3,6911,17.98,15.26,7.64,3.56,3,1,36.34,,35.8,36.9,42.1,46.7,58.4,68,74.6,86.4,,2742,3.93,1.68,0.39,0.85,3,1,3.93,,3.2,5,5.06,19.8,Jet A-1,1.92,1.93,18.1,19.3,0.769,0.64,0.222,0.084,301,0,All,0,All,98.4,98.6,294,295,0.00922,0.01192,Peebles Test Operation,Site 4D,24/07/2004,25/07/2004,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,,,,,,,,,
01P08GE203,8,General Electric Company,CF34-10E2A1,SAC,TF,5.09,25.1,75.44,C,,,DTEPS,Yes,Out of production,,0.04,0.05,0.1,5.44,3,1,9.56,,9,9.9,14.72,75.1,721,0.41,0.38,4.46,50.81,3,1,91.61,,88.5,93.4,112.4,95.3,6911,17.98,15.26,7.64,3.56,3,1,36.34,,35.8,36.9,42.1,46.7,58.4,68,74.6,86.4,,2742,3.93,1.68,0.39,0.85,3,1,3.93,,3.2,5,5.06,19.8,Jet A-1,1.92,1.93,18.1,19.3,0.769,0.64,0.222,0.084,301,0,All,0,All,98.4,98.6,294,295,0.00922,0.01192,Peebles Test Operation,Site 4D,24/07/2004,25/07/2004,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,62.51293341,39.02495797,2.968139294,23.09965379,1.33E+15,1.37E+15,9.10E+14,5.92E+15,
10GE129,10,General Electric Company,CF34-10E5,2253M21,TF,5.09,25.6,77.4,C,,,DTEPS,Yes,Out of production,,0.047,0.08,0.136,6.391,3,1,10.97,0.6,10.3,11.4,16.89,86.17,848,0.59,0.35,3.77,49.98,3,1,87.4,1.9,85.7,89.4,107.3,90.93,6761,18.66,15.54,8.08,3.51,3,1,36.7,0.42,36.2,37,42.5,46.6,58.25,68.13,75.19,87.4,2.3.2 e),2836,11.33,5.22,0.11,0.39,3,1,11.3,0.6,10.8,12,14.6,57.5,Jet A-1,1.92,1.92,16.3,17.4,0.789,0.65,0.221,0.084,303,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2006AE716,Block 2 Engines,Engine 994-251/1,Engines with 2253M21 combustor produced beginning August 2007,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
11GE142,11,General Electric Company,CF34-10E5,2253M21-PFN,TF,5.09,25.5,77.4,C,,,DTEPS,Yes,Out of production,,0.07,0.1,0.13,4.94,3,1,8.66,0.79,8.1,9.6,13.34,68.1,670,0.81,0.75,4.84,46.1,3,1,83.2,2.8,80.4,86.1,102.2,86.6,6439,17.78,14.97,7.59,3.55,3,1,35.6,0.25,35.4,35.9,41.3,45.4,56.7,66.4,73,85.1,2.3.2 e),2757,9.39,5.1,0.11,0.6,3,1,9.4,1.32,8.6,10.9,12.1,47.7,Jet A-1,1.92,1.92,15.9,17.5,0.792,0.653,0.223,0.085,306,0,All,0,All,97.2,97.9,292,298,0.0053,0.0078,Peebles Test Operation,Site 3C,05/06/2009,06/06/2009,Yes,GE Report R2008AE622Block 2 Engines,Engine 994-743/1,Engines with 2251M21 combustor or equivalent,Alternate fuel injector manufacturer,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
8GE115,8,General Electric Company,CF34-10E5,SAC,TF,5.09,25.6,77.4,C,,,DTEPS,Yes,Out of production,2007,0.04,0.06,0.09,5.15,3,1,8.94,,8.4,9.3,13.77,70.2,692,0.43,0.38,4.18,49.4,3,1,87.89,,84.9,89.7,107.9,91.4,6798,18.51,15.62,7.76,3.59,3,1,37.11,,36.6,37.7,43,47.2,59,69,76.1,88.4,,2871,4.52,1.89,0.41,0.83,3,1,4.52,,3.7,5.6,5.82,22.9,Jet A-1,1.92,1.93,18.1,19.3,0.792,0.659,0.227,0.085,307,0,All,0,All,98.4,98.6,294,295,0.00922,0.01192,Peebles Test Operation,Site 4D,24/07/2004,25/07/2004,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,,,,,,,,,
10GE130,10,General Electric Company,CF34-10E5A1,2253M21,TF,5.09,27.3,83.7,C,,,DTEPS,Yes,Out of production,,0.046,0.068,0.12,4.991,3,1,8.24,0.51,7.7,8.6,12.7,64.8,690,0.84,0.42,3.15,44.53,3,1,74.9,1.8,73.7,77,92,77.97,6273,20.83,16.93,8.43,3.67,3,1,39.8,0.44,39.3,40.1,46.1,48.73,60.91,72.28,81.01,95.1,2.3.2 e),3328,16.01,7.7,0.12,0.34,3,1,16,0.14,15.9,16.2,20.6,82.89,Jet A-1,1.92,1.92,16.3,17.4,0.866,0.714,0.237,0.087,323,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2006AE716,Block 2 Engines,Engine 994-251/1,Engines with 2253M21 combustor produced beginning August 2007,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
11GE144,11,General Electric Company,CF34-10E5A1,2253M21-PFN,TF,5.09,27.2,83.7,C,,,DTEPS,Yes,Out of production,,0.05,0.09,0.1,4.02,3,1,6.79,0.68,6.3,7.6,10.46,53.4,568,0.89,0.77,4.02,41.73,3,1,72.5,2.5,70,75,88.9,75.3,6067,19.68,16.22,7.94,3.69,3,1,38.4,0.24,38.2,38.7,44.5,47.1,58.9,69.9,78,92,2.3.2 e),3214,12.74,6.91,0.1,0.5,3,1,12.7,1.51,11.6,14.4,16.4,66,Jet A-1,1.92,1.92,15.9,17.5,0.87,0.717,0.239,0.088,326,0,All,0,All,97.2,97.9,292,298,0.0053,0.0078,Peebles Test Operation,Site 3C,05/06/2009,06/06/2009,Yes,GE Report R2008AE622Block 2 Engines,Engine 994-743/1,Engines with 2251M21 combustor or equivalent,Alternate fuel injector manufacturer,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
8GE117,8,General Electric Company,CF34-10E5A1,SAC,TF,5.09,27.3,83.7,C,,,DTEPS,Yes,Out of production,2007,0.01,0.05,0.06,4.3,3,1,7.18,1.1,6.8,7.5,11.05,56.4,601,0.52,0.39,3.37,44.93,3,1,76.81,5.1,74.4,78.4,94.3,79.9,6430,20.45,16.88,8.14,3.72,3,1,39.91,1.5,39.3,40.5,46.3,48.9,61.1,72.5,81.3,95.5,,3341,7.01,2.85,0.48,0.76,3,1,7.01,1.2,6,8,9.03,36.3,Jet A-1,1.92,1.93,18.1,19.3,0.871,0.72,0.244,0.088,328,0,All,0,All,98.4,98.6,294,295,0.00922,0.01192,Peebles Test Operation,Site 4D,24/07/2004,25/07/2004,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,,,,,,,,,
10GE131,10,General Electric Company,CF34-10E6,2253M21,TF,5.09,25.6,77.4,C,,,DTEPS,Yes,Out of production,,0.047,0.08,0.136,6.391,3,1,10.97,0.6,10.3,11.4,16.89,86.17,848,0.59,0.35,3.77,49.98,3,1,87.4,1.9,85.7,89.4,107.3,90.93,6761,18.66,15.54,8.08,3.51,3,1,36.7,0.42,36.2,37,42.5,46.6,58.25,68.13,75.19,87.4,2.3.2 e),2836,11.33,5.22,0.11,0.39,3,1,11.3,0.6,10.8,12,14.6,57.5,Jet A-1,1.92,1.92,16.3,17.4,0.789,0.65,0.221,0.084,303,0,All,0,All,97.2,97.9,296,300,0.0099,0.0127,Peebles Test Operation,Site 4D,05/09/2006,10/09/2006,Yes,GE Report R2006AE716,Block 2 Engines,Engine 994-251/1,Engines with 2253M21 combustor produced beginning August 2007,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
11GE143,11,General Electric Company,CF34-10E6,2253M21-PFN,TF,5.09,25.5,77.4,C,,,DTEPS,Yes,Out of production,,0.07,0.1,0.13,4.94,3,1,8.66,0.79,8.1,9.6,13.34,68.1,670,0.81,0.75,4.84,46.1,3,1,83.2,2.8,80.4,86.1,102.2,86.6,6439,17.78,14.97,7.59,3.55,3,1,35.6,0.25,35.4,35.9,41.3,45.4,56.7,66.4,73,85.1,2.3.2 e),2757,9.39,5.1,0.11,0.6,3,1,9.4,1.32,8.6,10.9,12.1,47.7,Jet A-1,1.92,1.92,15.9,17.5,0.792,0.653,0.223,0.085,306,0,All,0,All,97.2,97.9,292,298,0.0053,0.0078,Peebles Test Operation,Site 3C,05/06/2009,06/06/2009,Yes,GE Report R2008AE622Block 2 Engines,Engine 994-743/1,Engines with 2251M21 combustor or equivalent,Alternate fuel injector manufacturer,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e)",,,,,,,,,,,
8GE116,8,General Electric Company,CF34-10E6,SAC,TF,5.09,25.6,77.4,C,,,DTEPS,Yes,Out of production,2007,0.04,0.06,0.09,5.15,3,1,8.94,,8.4,9.3,13.77,70.2,692,0.43,0.38,4.18,49.4,3,1,87.89,,84.9,89.7,107.9,91.4,6798,18.51,15.62,7.76,3.59,3,1,37.11,,36.6,37.7,43,47.2,59,69,76.1,88.4,,2871,4.52,1.89,0.41,0.83,3,1,4.52,,3.7,5.6,5.82,22.9,Jet A-1,1.92,1.93,18.1,19.3,0.792,0.659,0.227,0.085,307,0,All,0,All,98.4,98.6,294,295,0.00922,0.01192,Peebles Test Operation,Site 4D,24/07/2004,25/07/2004,Yes,GE Reports R2004AE636 and R2006AE173,Block 1 Engines,Engine 994-110/1,,,,,,,,,,,,,,
